"airport_id","name","city","country","iata","icao","latitude","longitude","altitude","timezone","dst","tz_dataset_timezone","type","source"
7196,Nikolski Air Station,Nikolski,United States,IKO,PAKO,52.94160079956055,-168.8489990234375,77,-9,A,America/Anchorage,station,OurAirports
7303,Bochum Railway,Bochum,Germany,EBO,\N,51.478506,7.222781,45,1,U,Europe/Berlin,station,User
7305,Munich Railway,Munich,Germany,ZMU,\N,48.1408,11.555,500,1,U,Europe/Berlin,station,User
7306,Nuernberg Railway,Nuernberg,Germany,ZAQ,\N,49.446389,11.081944,312,1,U,Europe/Berlin,station,User
7314,Augsburg Railway,Augsburg,Germany,ZAU,\N,48.3655,10.8863,500,1,U,Europe/Berlin,station,User
7315,Mannheim Railway,Mannheim,Germany,ZMA,\N,49.479633,8.469858,200,1,E,Europe/Berlin,station,User
7316,Essen Railway,Essen,Germany,ZES,\N,51.451389,7.013889,200,1,U,Europe/Berlin,station,User
7318,Lancaster Amtrak Station,Lancaster,United States,\N,\N,40.05,-76.31,345,-5,A,America/New_York,station,User
7319,Ardmore Amtrak Station,Ardmore,United States,\N,\N,40.01,-75.29,360,-5,A,America/New_York,station,User
7321,Metropark Amtrak Station,Iselin,United States,\N,\N,40.568,-74.3275,1,-5,A,America/New_York,station,User
7344,Newport News Amtrak Station,Newport News,United States,\N,\N,37.0228,-76.4519,0,-5,A,America/New_York,station,User
7345,Portland Union Station,Portland,United States,\N,\N,45.529,-122.6768,0,-8,A,America/Los_Angeles,station,User
7365,Westport Amtrak Station,Westport,United States,\N,\N,44.1871,-73.4519,1,-5,A,America/New_York,station,User
7366,Trenton Amtrak Station,Trenton,United States,\N,\N,40.21889,-74.75417,1,-5,A,America/New_York,station,User
7385,North Philadelphia Amtrak Station,Philadelphia,United States,\N,\N,39.9969556,-75.1487722,1,-5,A,America/New_York,station,User
7386,Aberdeen Railway Station,Aberdeen,United Kingdom,\N,\N,57.1436,-2.0985,1,0,U,Europe/London,station,User
7387,Glasgow Railway Station,Glasgow,United Kingdom,\N,\N,55.8622,-4.2512,0,0,U,Europe/London,station,User
7388,Edinburgh Waverly Station,Edinburgh,United Kingdom,ZXE,\N,55.952,-3.189,0,0,U,Europe/London,station,User
7389,Newcastle Railway Station,Newcastle Upon Tyne,United Kingdom,\N,\N,54.9686,-1.6171,0,0,U,Europe/London,station,User
7390,Leeds Railway Station,Leeds,United Kingdom,\N,\N,53.794,-1.547,0,0,U,Europe/London,station,User
7391,Manchester Picadilly Station,Manchester,United Kingdom,\N,\N,53.477,-2.23,0,0,U,Europe/London,station,User
7392,Liverpool Railway Station,Liverpool,United Kingdom,\N,\N,53.405,-2.979,0,0,U,Europe/London,station,User
7393,London Euston Railway Station,London,United Kingdom,\N,\N,51.5284,-0.1331,0,0,U,Europe/London,station,User
7462,Central Railway Station,Montreal,Canada,YMY,\N,45.499722,-73.566111,0,-5,A,America/Toronto,station,User
7463,Union Station,Toronto,Canada,YBZ,\N,43.645278,-79.380556,0,-5,A,America/Toronto,station,User
7491,Hilversum Railway Station,Hilversum,Netherlands,QYI,\N,52.226389,5.181667,3,1,E,Europe/Amsterdam,station,User
7639,Paddington Station,London,United Kingdom,QQP,\N,51.515833,-0.176111,0,0,E,Europe/London,station,User
7640,Liskeard Station,Liskeard,United States,\N,\N,50.44708,-4.46753,0,0,E,Europe/London,station,User
7644,Fraser Railroad Station,Fraser BC,Canada,\N,\N,59.715517,-135.046692,2000,-8,U,America/Vancouver,station,User
7666,Glasgow Buchanan Bus Station,Glasgow,United Kingdom,\N,\N,55.8652,-4.25033,0,0,E,Europe/London,station,User
7667,London Victoria Bus Station,London,United Kingdom,\N,\N,51.494999,-0.144643,0,0,E,Europe/London,station,User
7705,Detroit Amtrak Station,Detroit,United States,\N,\N,42.368097,-83.072397,630,-5,A,America/New_York,station,User
7707,Berlin Hauptbahnhof,Berlin,Germany,QPP,\N,52.52493,13.36963,110,1,E,Europe/Berlin,station,User
7762,Nanaimo Train Station,Nanaimo Station British Columbia,Canada,\N,\N,49.163978,-123.942502,92,-8,A,America/Vancouver,station,User
7763,Victoria Rail Station British Columbia,Victoria Station British Columbia,Canada,\N,\N,48.428339,-123.370618,75,-8,A,America/Vancouver,station,User
7770,Anchorage Main Station,Anchorage Alaska,United States,\N,\N,61.221749,-149.890852,102,-9,A,America/Anchorage,station,User
7771,Seward Train Station,Seward Alaska,United States,\N,\N,60.121586,-149.439983,22,-9,A,America/Anchorage,station,User
7779,Niagara Falls Station,Niagara Falls,Canada,\N,NIAG,43.108802,-79.06361,0,-5,A,America/New_York,station,User
7784,Kaufbeuren BF,Kaufbeuren,Germany,KFX,KAUF,47.885,10.6294,1200,1,E,Europe/Berlin,station,User
7785,Munich HBF,Munich,Germany,MUQ,MUNI,48.1408,11.555,1200,1,E,Europe/Berlin,station,User
7786,Nurnberg HBF,Nurnberg,Germany,NUR,NURN,49.446,11.081944,1200,1,E,Europe/Berlin,station,User
7788,Augsburg HBF,Augsburg,Germany,AUB,AUGS,48.3655,10.886,1200,1,E,Europe/Berlin,station,User
7789,Biessenhofen BF,Biessenhofen,Germany,BIE,BIES,47.851,10.634,1200,1,E,Europe/Berlin,station,User
7790,Buchloe BF,Buchloe,Germany,BUH,BUCH,48.0411,10.715,1200,1,E,Europe/Berlin,station,User
7791,Fussen BF,Fussen,Germany,FUX,FUSN,47.585,10.6866,1200,1,E,Europe/Berlin,station,User
7798,Marktoberdorf BF,Marktoberdorf,Germany,\N,MARK,47.78,10.627,1200,1,E,Europe/Berlin,station,User
7801,Bochum HBF,Bochum,Germany,\N,\N,51.478506,7.2222,1000,1,E,Europe/Berlin,station,User
7802,Koln HBF,Koln,Germany,\N,KOLN,50.9425,6.958056,1000,1,E,Europe/Berlin,station,User
7803,Mannheim HBF,Mannheim,Germany,\N,\N,49.471,8.469858,1000,1,E,Europe/Berlin,station,User
7808,Leuterschach BF,Leuterschach,Germany,LES,LEUT,47.75,10.601,1200,1,E,Europe/Berlin,station,User
7823,Minot Train Station,Minot,United States,\N,\N,48.2361,-101.2987,0,-6,A,America/Chicago,station,User
7824,Havre Train Station,Havre,United States,\N,\N,48.55457,-109.67836,0,-7,A,America/Denver,station,User
7825,Wishram Train Station,Wishram,United States,\N,\N,45.6576,-120.9664,0,-8,A,America/Los_Angeles,station,User
7845,Montreal Central Bus Station,Montreal,Canada,\N,MTRL,45.51527887,-73.561427593,0,-5,A,America/Toronto,station,User
7850,Emeryville Amtrak Station,Emeryville,United States,\N,\N,37.8405149,-122.29134,23,-8,A,America/Los_Angeles,station,User
7851,Bakersfield Amtrak Station,Bakersfield,United States,\N,\N,35.372159,-119.008393,408,-8,A,America/Los_Angeles,station,User
7890,Denver Union Station,Denver,United States,\N,\N,39.753187,-105.000093,0,-7,A,America/Denver,station,User
7915,Plattling Bahnhof,Plattling,Germany,\N,\N,48.780147,12.863573,1050,1,E,Europe/Berlin,station,User
7916,Osterhofen Bahnhof,Osterhofen Niederbayern,Germany,\N,\N,48.7,13.016667,1043,1,E,Europe/Berlin,station,User
7917,Passau Hbf,Passau,Germany,\N,\N,48.574167,13.450833,1000,1,E,Europe/Berlin,station,User
7919,Regensburg HBF,Regensburg,Germany,RGB,REGE,49.022,12.1111,1200,1,E,Europe/Berlin,station,User
7920,Treuchtlingen BF,Treuchtlingen,Germany,TLG,TREU,49.04,11.081944,1200,1,E,Europe/Berlin,station,User
7934,Wurzburg HBF,Wurzburg,Germany,WZB,WURZ,49.7999,9.95555,1000,1,E,Europe/Berlin,station,User
7942,Glenwood Springs Train Station,Glenwood Springs,United States,\N,\N,39.548,-107.3233,0,-7,A,America/Denver,station,User
7943,Grand Junction Train Station,Grand Junction,United States,\N,\N,39.0646,-108.5705,0,-7,A,America/Denver,station,User
7944,Reno Amtrak Station,Reno,United States,\N,\N,39.5287,-119.8116,0,-8,A,America/Los_Angeles,station,User
7945,Sacramento Amtrak Station,Sacramento,United States,\N,\N,38.584791,-121.500517,0,-8,A,America/Los_Angeles,station,User
7966,Boston South Station,Boston,United States,\N,BOST,42.35,-71.0558,0,-5,A,America/New_York,station,User
7968,Train Station,Ottawa,Canada,XDS,\N,45.4164,-75.6517,374,-5,A,America/Toronto,station,User
7969,Train Station,Belleville,Canada,XVV,\N,44.1793,-77.3747,315,-5,A,America/Toronto,station,User
7970,Train Station,Edmonton,Canada,XZL,\N,53.5789,-113.5307,2208,-7,A,America/Edmonton,station,User
7971,Train Station,Richmond,United States,ZRD,\N,37.5343,-77.42945,26,-5,A,America/New_York,station,User
7973,Train Station,Churchill,Canada,XAD,\N,58.76775,-94.17425,10,-6,A,America/Winnipeg,station,User
7974,Train Station,Winnipeg,Canada,XEF,\N,49.8889,-97.1342,751,-6,A,America/Winnipeg,station,User
7975,Kingston VIA Station,Kingston,Canada,\N,\N,44.2572,-76.53715,282,-5,A,America/Toronto,station,User
7995,Los Angeles Union Station,Los Angeles,United States,\N,\N,34.056111,-118.234167,300,-8,A,America/Los_Angeles,station,User
7996,Bamberg BF,Bamberg,Germany,BAM,BAMB,49.911,10.9,800,1,E,Europe/Berlin,station,User
7997,Ingolstadt BF,Ingolstadt,Germany,\N,INGS,48.7777,11.422,888,1,E,Europe/Berlin,station,User
8001,Zuoying Station,Kaohsiung,Taiwan,\N,\N,22.687389,120.307481,31,8,N,Asia/Taipei,station,User
8002,Taipei Station,Taipei,Taiwan,\N,\N,25.047778,121.517222,30,8,N,Asia/Taipei,station,User
8012,Tokyo Station,Tokyo,Japan,\N,\N,35.672498,139.753218,16,9,N,Asia/Tokyo,station,User
8013,Shin-Osaka Station,Osaka,Japan,\N,\N,34.738932,135.500093,61,9,N,Asia/Tokyo,station,User
8014,Hiroshima Station,Hiroshima,Japan,\N,\N,34.3973853173792,132.475978195923,28,9,N,Asia/Tokyo,station,User
8015,Frankfurt-Main Hauptbahnhof,Frankfurt,Germany,ZRB,\N,50.1070257990375,8.66276050515751,372,1,E,Europe/Berlin,station,User
8016,Amsterdam Amstel Station,Amsterdam,Netherlands,\N,\N,52.3466365904832,4.91781401731873,21,1,E,Europe/Amsterdam,station,User
8017,Florenc Central Bus Station,Prague,Czech Republic,\N,\N,50.0909636578274,14.4394929551697,617,1,E,Europe/Prague,station,User
8018,Wien Sudbahnhof,Vienna,Austria,\N,\N,48.1866480486625,16.3815008466187,651,1,E,Europe/Vienna,station,User
8020,Wien Westbahnhof,Vienna,Austria,\N,\N,48.1965754250116,16.3374911611023,675,1,E,Europe/Vienna,station,User
8024,St Pancras Railway Station,London,United Kingdom,QQS,\N,51.532519492138,-0.12630037301642,80,0,E,Europe/London,station,User
8040,Seattle King Street Station,Seattle,United States,\N,\N,47.5985,-122.3299,7,-8,A,America/Los_Angeles,station,User
8044,Milwaukee Airport Station,Milwaukee,United States,\N,\N,42.940556,-87.924722,730,-6,A,America/Chicago,station,User
8066,Pacific Station,Vancouver,Canada,\N,\N,49.2739,-123.0986,0,-8,A,America/Vancouver,station,User
8071,Kingston Train Station,Kingston,Canada,XEG,KGST,44.256944,-76.536943,282,-5,A,America/Toronto,station,User
8072,Dorval Railway Station,Dorval,Canada,XAX,\N,45.448611,-73.74111,0,-5,A,America/Toronto,station,User
8074,Brockville VIA Station,Brockville,Canada,\N,BRKV,44.5919,-75.693343,0,-5,A,America/Toronto,station,User
8384,Greyhound Station,Washington DC,United States,\N,DCBS,38.90339,-77.00583,0,-5,A,America/New_York,station,User
8385,Roma Street Railway Station,Brisbane,Australia,\N,\N,-27.4666667,-153.0166667,100,10,N,\N,station,User
8386,Roma Street Railway Station,Brisbane,Australia,\N,\N,-27.4666667,153.0166667,100,10,N,Australia/Brisbane,station,User
8387,Rockhampton Railway Station,Rockhampton,Australia,\N,\N,-23.378941,150.512323,100,10,N,Australia/Brisbane,station,User
8388,Sydney Terminal Railway Station,Sydney,Australia,\N,\N,-33.88373,151.20592,100,10,O,Australia/Sydney,station,User
8389,Melbourne Southern Cross Railway Station,Melbourne,Australia,\N,\N,-37.8181602,144.9533883,111,10,O,Australia/Hobart,station,User
8390,Nambour Railway Station,Nambour,Australia,\N,\N,-26.617353,152.973785,400,10,N,Australia/Brisbane,station,User
8391,Bundaberg Railway Station,Bundaberg,Australia,\N,\N,-24.867837,152.349416,100,10,U,Australia/Brisbane,station,User
8392,Hung Hom Railway Station,Hong Kong,Hong Kong,\N,\N,22.308813,114.169624,100,8,N,Asia/Hong_Kong,station,User
8393,Hong Kong Railway Station,Hong Kong,Hong Kong,\N,\N,22.2846291082599,114.158227443695,100,8,N,Asia/Hong_Kong,station,User
8399,Guangzhou South Railway Station,Guangzhou,China,GZS,\N,22.990081,113.270631,1,8,U,Asia/Shanghai,station,User
8411,Camden Station,Baltimore,United States,\N,\N,39.2837181,-76.621634,49,-5,A,America/New_York,station,User
8418,King St Station,Seattle,United States,\N,SEAT,47.5985,-122.3299,7,-8,A,America/Los_Angeles,station,User
8421,Taoyuan Station,Zhongli,Taiwan,\N,\N,25.013092,121.215216,250,8,N,Asia/Taipei,station,User
8422,Palatka Amtrak Station,Palatka,United States,\N,\N,29.649178,-81.640456,16,-5,A,America/New_York,station,User
8484,Central Station,Stockholm,Sweden,XEV,\N,59.33,18.058056,10,1,E,Europe/Stockholm,station,User
8485,Central Station,Uppsala,Sweden,QYX,\N,59.858333,17.646111,23,1,E,Europe/Stockholm,station,User
8488,Hauptbahnhof,Bonn,Germany,BNJ,\N,50.731944,7.096944,204,1,E,Europe/Berlin,station,User
8490,Hauptbahnhof,Salzburg,Austria,ZSB,\N,47.813056,13.046667,1391,1,E,Europe/Vienna,station,User
8585,Frankfurt Oder Hbf,Frankfurt Oder,Germany,ZFR,\N,52.336944,14.547222,177,1,E,Europe/Berlin,station,User
8589,Ostbahnhof,Berlin,Germany,BHF,\N,52.51,13.434722,135,1,E,Europe/Berlin,station,User
8638,Naval Air Station,Glenview,United States,NBU,KNBU,42.090556,-87.8225,653,-6,A,America/Chicago,station,User
8674,Karlsruhe Hbf,Karlsruhe,Germany,\N,\N,49.0135,8.4044,377,1,E,Europe/Berlin,station,User
8724,Atlantic City Rail Terminal,Atlantic City NJ,United States,ZRA,\N,39.3665,-74.442,8,-5,A,America/New_York,station,User
8725,Springfield Amtrak Station,Springfield MA,United States,ZSF,\N,42.106,-72.593054,65,-5,A,America/New_York,station,User
8731,Gare de Montreux Railway Station,Montreux,Switzerland,\N,\N,46.435833,6.910278,1280,1,E,Europe/Zurich,station,User
8733,Stevenage Railway Station,Stevenage,United Kingdom,XVJ,\N,51.902,-0.207,314,0,E,Europe/London,station,User
8734,Peterborough Railway Station,Peterborough,United Kingdom,XVH,\N,52.5748,-0.2502,91,0,E,Europe/London,station,User
8739,Whittlesford Parkway Rail Station,Whittlesford,United Kingdom,WLF,\N,52.104,0.166,95,0,E,Europe/London,station,User
8755,New Delhi Train Station,New Delhi,India,\N,\N,28.64197,77.2206,708,5.5,N,Asia/Calcutta,station,User
8756,Agra Cantonment Railway Station,Agra,India,\N,\N,27.1578,77.98993,571,5.5,N,Asia/Calcutta,station,User
8757,Urumqi Railway Station,Urumqi,China,\N,\N,43.7809,87.585,2844,8,N,Asia/Shanghai,station,User
8758,Turpan Railway Station,Turpan,China,\N,\N,43.151,88.875,98,8,N,Asia/Shanghai,station,User
8764,Oban Rail Station,Oban,United Kingdom,\N,\N,56.4124,-5.4702,0,0,E,Europe/London,station,User
8765,Memmingen Rail Station,Memmingen,Germany,\N,\N,47.9878,10.1811,2077,1,E,Europe/Berlin,station,User
8766,Ulm Railway Station,Ulm,Germany,\N,\N,48.4,9.9833,1641,1,E,Europe/Berlin,station,User
8767,Aachen HBF,Aachen,Germany,\N,\N,50.7667,6.1,873,1,E,Europe/Berlin,station,User
8768,Liege-Guillemins Railway Station,Liege,Belgium,XHN,\N,50.6333,5.56667,659,1,E,Europe/Brussels,station,User
8783,Wishram Amtrak Station,Wishram,United States,WIH,\N,45.6576,-120.9664,1,-8,A,America/Los_Angeles,station,User
8810,Hamburg Hbf,Hamburg,Germany,ZMB,\N,53.552776,10.006683,30,1,E,Europe/Berlin,station,User
8843,Beijing Railway Station,Beijing,China,\N,\N,39.5408,116.2516,143,8,N,Asia/Shanghai,station,User
8844,Chengde Railway Station,Chengde,China,\N,\N,40.965755,117.954019,1083,8,N,Asia/Shanghai,station,User
8878,Fuzhou Railway Station,Fuzhou,China,\N,\N,26.11351,119.319998,39,8,N,Asia/Shanghai,station,User
8879,Xiamen Railway Station,Xiamen,China,\N,\N,24.4679,118.116,255,8,N,Asia/Shanghai,station,User
8897,Venlo railway station,Venlo,Netherlands,\N,\N,51.364722,6.171389,0,1,E,Europe/Amsterdam,station,User
8898,Monchengladbach Central Station,Monchengladbach,Germany,\N,\N,51.196,6.446,0,1,E,Europe/Berlin,station,User
8900,Rensselaer Rail Station,Albany,United States,\N,\N,42.641389,-73.741111,324,-5,A,America/New_York,station,User
8901,Amtrak Station,Tacoma,United States,\N,\N,47.242733,-122.42041,50,-8,A,America/Los_Angeles,station,User
8902,Amtrak Station,Orlando,United States,\N,\N,28.5259,-81.3813,82,-5,A,America/New_York,station,User
8903,Denali Rail,Healy,United States,\N,\N,63.7306,-148.913733333333,1730,-9,A,America/Anchorage,station,User
8907,Villach Hauptbahnhof,Villach,Austria,\N,\N,46.618333,13.848333,1644,1,E,Europe/Vienna,station,User
8912,Euston Station,London,United Kingdom,\N,\N,51.5284,-0.1331,89,0,E,Europe/London,station,User
8915,Guangzhou Railway Station,Guangzhou,China,\N,\N,23.151343,113.252073,19,8,N,Asia/Shanghai,station,User
8916,Shenzhen West Railway Station,Shenzhen,China,\N,\N,22.532043,113.908729,3,8,N,Asia/Shanghai,station,User
8917,Shenzhen North Railway Station,Shenzhen,China,\N,\N,22.607058,114.027203,229,8,N,Asia/Shanghai,station,User
8922,Train Station,Aranyaprathet,Thailand,\N,\N,13.4058,102.311,150,7,N,Asia/Bangkok,station,User
8923,Train Station,Nha Trang,Vietnam,\N,\N,12.15,109.11,50,7,N,Asia/Saigon,station,User
8932,Rothera Research Station,Rothera Research Station,United Kingdom,\N,EGAR,-67.5675,-68.1274027778,9,12,U,Antarctica/South_Pole,station,OurAirports
8936,Songshan Train Station,Taipei,Taiwan,\N,\N,25.049214,121.577961,0,8,N,Asia/Taipei,station,User
8937,Kaohsiung Station,Kaohsiung,Taiwan,\N,\N,22.638432,120.301877,39,8,N,Asia/Taipei,station,User
8938,Hualien Station,Hualien,Taiwan,\N,\N,23.992722,121.60135,45,8,N,Asia/Taipei,station,User
8976,Bahnhof,Bad Gastein,Austria,\N,\N,47.1,13.0167,3287,1,E,Europe/Vienna,station,User
8977,Acquafredda Station,Maratea,Italy,\N,\N,40,15.7167,1000,1,E,Europe/Rome,station,User
8978,Victoria Station,London,United Kingdom,\N,\N,51.4964,-0.14391,48,0,E,Europe/London,station,User
8990,Myrdal Station,Myrdal,Norway,\N,\N,60.4418,7.0723,2844,1,E,Europe/Oslo,station,User
8991,Flam Station,Flam,Norway,\N,\N,60.5017,7.0714,6,1,E,Europe/Oslo,station,User
9005,Wiawera Station,Wiawera station,Australia,\N,\N,-32.29515,140.4145,180,9.5,O,Australia/Adelaide,station,User
9007,Yarramba Station,Yarramba Station,Australia,\N,\N,-31.66136,140.6277,180,9.5,O,Australia/Adelaide,station,User
9009,Takayama Station,Takayama,Japan,\N,\N,36.1406,137.2519,2200,9,N,Asia/Tokyo,station,User
9010,Himeji Station,Himeji,Japan,\N,\N,34.49395,134.412706,141,9,U,Asia/Tokyo,station,User
9011,Miyajimaguchi Station,Miyajimaguchi,Japan,\N,\N,34.3122,132.3022,6,9,U,Asia/Tokyo,station,User
9027,Fairbanks Train Depot,Fairbanks,United States,\N,\N,64.5109,-147.4445,446,-9,A,America/Anchorage,station,User
9028,Denali Train Depot,Denali,United States,\N,\N,63.43083,-150.31111,3733,-9,A,America/Anchorage,station,User
9029,Talkeetna Train Depot,Talkeetna,United States,\N,\N,62.18934,-150.06177,348,-9,A,America/Anchorage,station,User
9030,Anchorage Rail Depot,Anchorage,United States,\N,\N,61.1318,-149.5326,102,-9,A,America/Anchorage,station,User
9032,Qingdao Railway Station,Qingdao,China,\N,\N,36.063497,120.312542,45,8,N,Asia/Shanghai,station,User
9033,Beijing South Railway Station,Beijing,China,\N,\N,39.8658,116.3763,144,8,N,Asia/Shanghai,station,User
9034,Shanghai Railway Station,Shanghai,China,\N,\N,31.251552,121.450446,16,8,N,Asia/Shanghai,station,User
9035,Suzhou Railway Station,Suzhou,China,\N,\N,31.195,120.3623,9,8,N,Asia/Shanghai,station,User
9049,Boston Back Bay Station,Boston,United States,ZTY,\N,42.3478,-71.075,20,-5,A,America/New_York,station,User
9050,Burlington GO Station,Burlington,Canada,\N,\N,43.3408282,-79.8093881,243,-5,A,America/Toronto,station,User
9051,Niagra Falls Railway Station,Niagra Falls,Canada,\N,\N,43.1088,-79.0634,521,-5,A,America/New_York,station,User
9052,Niagara Falls Station,Niagara Falls,United States,\N,\N,43.1135,-79.0318,0,-5,A,America/New_York,station,User
9053,Yelahanka Air Force Station,Bangalore,India,\N,VOYK,13.135499954223633,77.60600280761719,3045,5.5,N,Asia/Calcutta,station,OurAirports
9058,Shanghai South Railway Station,Shanghai,China,\N,\N,31.154425,121.42416,13,8,N,Asia/Shanghai,station,User
9059,Suzhou North Railway Station,Suzhou,China,\N,\N,31.423646,120.639045,6,8,N,Asia/Shanghai,station,User
9063,Nanjing Railway Station,Nanjing,China,\N,\N,32.088583,118.792189,29,8,N,Asia/Shanghai,station,User
9069,Shanghai Maglev Long Yang Road Station,Shanghai,China,\N,\N,31.202854,121.558335,16,8,U,Asia/Shanghai,station,User
9071,Alameda Naval Air Station,Alameda,United States,NGZ,KNGZ,37.78889846801758,-122.31999969482422,10,-8,U,America/Los_Angeles,station,OurAirports
9081,Buffalo Exchange Street Station,Buffalo,United States,\N,\N,42.8783,-78.8738,600,-5,A,America/New_York,station,User
9082,Wilmington Amtrak Station,Wilmington,United States,ZWI,\N,39.736667,-75.551667,0,-5,A,America/New_York,station,User
9086,Suzhou Industrial Park Railway Station,Suzhou,China,\N,\N,31.344444,120.706667,7,8,N,Asia/Shanghai,station,User
9097,Hangzhou Railway Station,Hangzhou,China,\N,\N,30.246,120.1784,39,8,N,Asia/Shanghai,station,User
